pid, patent #, year,  tech area, title, city, state, country, url, status, cpc_class
pat0047,7484507,2009,Solar Mounting/Rack  ,Method and apparatus for mounting an array of solar collectors ,Vaughn ,,Canada,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=96&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0048,7498953,2009,Solar Monitoring,Smart transmitter for utility meters ,Ocala  FL,FL,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7498953.PN.&OS=PN/7498953&RS=PN/7498953,valid,H04Q 9/00Ê(20130101)
pat0049,7500391,2009,Site Assessment,System and method for identifying the solar potential of rooftops ,Boulder  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=447&f=G&l=50&d=PTXT&s1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+OR+%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29%29+AND+%28%28%28%28%28%28%28%28%28mapping.CLTX.+or+mapping.DCTX.%29+OR+%28estimation.CLTX.+or+estimation.DCTX.%29%29+OR+%28obstruction.CLTX.+or+obstruction.DCTX.%29%29+OR+%28potential.CLTX.+or+potential.DCTX.%29%29+OR+%28site.CLTX.+or+site.DCTX.%29%29+OR+%28terrain.CLTX.+or+terrain.DCTX.%29%29+OR+%28access.CLTX.+or+access.DCTX.%29%29+OR+%28azimuth.CLTX.+or+azimuth.DCTX.%29%29+OR+%28survey.CLTX.+or+survey.DCTX.%29%29%29&p=9&OS=+%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29&RS=%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29,invalid url,
pat0050,7502241,2009,Solar Inverter,Inverter startup algorithm ,Bend  OR,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=113&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,invalid url,
pat0051,7516557,2009,Site Assessment,Solar site selection apparatus and method ,Linden  TN,TN,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7516557,valid,G01W 1/12Ê(20130101)
pat0052,7519503,2009,Solar Monitoring,Data handling system ,Bergen,N/A,Norway,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7519503.PN.&OS=PN/7519503&RS=PN/7519503,valid,G06Q 10/06Ê(20130101); Y04S 10/60Ê(20130101)
pat0053,7531741,2009,Solar Mounting/Rack; ,Tracking solar shelter ,Albuquerque  NM,NM,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=108&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,invalid url,
pat0054,7557292,2009,Solar Mounting/Rack  ,Modular shade system with solar tracking panels,Richmond  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=93&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0055,7564013,2009,Solar Inverter,Method for matching the power of a photovoltaic system to a working point at which the system produces maximum power ,Niestetal,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=102&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=3&OS=ACLM/inverter+AND+ACLM/,valid,H02M 7/53873Ê(20130101); H02J 3/38Ê(20130101); H02M 1/44Ê(20130101); H02M 2001/0048Ê(20130101); H02M 2001/007Ê(20130101); Y02B 70/1491Ê(20130101); Y02E 10/56Ê(20130101)
pat0056,7574842,2009,Solar Mounting/Rack  ,Apparatus for mounting photovoltaic power generating systems on buildings ,Billerica  MA,MA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=91&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0057,7576282,2009,Solar Mounting/Rack; ,Photovoltaic Awning structures,Sharon Center  OH,OH,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7576282,valid,E04F 10/06Ê(20130101); E04F 10/0662Ê(20130101); H01L 31/042Ê(20130101); H01L 31/045Ê(20130101); E04F 10/0644Ê(20130101); Y02E 10/50Ê(20130101)
pat0058,7592537,2009,Solar Mounting/Rack  ,Method and apparatus for mounting photovoltaic modules ,San Rafael  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=89&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0059,7600349,2009,Solar Mounting/Rack  ,Low profile mounting system,Albuquerque  NM,NM,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=88&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0060,7605498,2009,Solar Inverter,Highly efficient solar power systems,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7605498,no abstract or claims,H02J 3/382Ê(20130101); H02M 2001/0077Ê(20130101); Y02B 10/14Ê(20130101); Y02E 10/563Ê(20130101); Y02E 10/58Ê(20130101)
pat0061,7610174,2009,Solar Inverter; Solar Monitoring,System for assured reliability in DC to AC power converters ,Santa Clara  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7610174,valid,G01R 31/42Ê(20130101)
pat0062,7619200,2009,Solar Inverter; Solar Mounting/Rack,Device system and method for coupling multiple photovoltaic arrays,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7619200,valid,G05F 5/00Ê(20130101)
pat0063,7622666,2009,Solar Mounting/Rack; Solar Monitoring,Photovoltaic concentrator modules and systems having a heat dissipating element located within a volume in which light rays converge from an optical concentrating element towards a photovoltaic receiver ,Monrovia  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=86&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0064,7622912,2009,Solar Monitoring,Method for enabling monitoring of power consumption ,San Jose  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7622912.PN.&OS=PN/7622912&RS=PN/7622912,valid,G01R 21/133Ê(20130101); G01R 21/06Ê(20130101)
pat0065,7632109,2009,Solar Mounting/Rack,Electrical connecting apparatus for flat conductors ,Detmold,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=85&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0066,7648371,2010,Solar Mounting/Rack,Electrical connector arrangement for knife contacts,Detmold,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=81&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0069,7667963,2010,Solar Inverter,Mount module for an inverter and inverter having a plurality of mount modules ,Wagen ,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7667963,valid,H02M 7/003Ê(20130101); H05K 7/1432Ê(20130101); Y02E 10/56Ê(20130101)
pat0070,7672149,2010,Solar Inverter,Device for feeding electrical energy from an energy source ,Niestetal,,Germany,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=91&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/p,valid,H02J 3/14Ê(20130101); H02J 13/0075Ê(20130101); Y02B 70/3225Ê(20130101); Y04S 20/222Ê(20130101); Y04S 20/224Ê(20130101)
pat0071,7678991,2010,Solar Mounting/Rack  ,Rigid integrated photovoltaic roofing membrane and related methods of manufacturing same ,Dallas  TX,TX,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7678991,valid,E04D 1/26Ê(20130101); H01L 31/048Ê(20130101); H01L 31/0482Ê(20130101); H01L 31/05Ê(20130101); E04D 2001/308Ê(20130101); Y02B 10/12Ê(20130101); Y02E 10/50Ê(20130101)
pat0072,7690123,2010,Site Assessment,A skyline imaging system includes an image sensor and an inclination reference coupled to the image sensor. The inclination reference provides a righting moment for the image sensor and establishes a predetermined orientation for the image sensor relative to the Earth's gravity vector. A heading reference determines an azimuth heading for the image sensor. ,Sebastopol  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=378&f=G&l=50&d=PTXT&s1=%28%28%28solar.CLTX.+or+solar.DCTX.%29+OR+%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29%29+AND+%28%28%28%28%28%28%28%28%28mapping.CLTX.+or+mapping.DCTX.%29+OR+%28estimation.CLTX.+or+estimation.DCTX.%29%29+OR+%28obstruction.CLTX.+or+obstruction.DCTX.%29%29+OR+%28potential.CLTX.+or+potential.DCTX.%29%29+OR+%28site.CLTX.+or+site.DCTX.%29%29+OR+%28terrain.CLTX.+or+terrain.DCTX.%29%29+OR+%28access.CLTX.+or+access.DCTX.%29%29+OR+%28azimuth.CLTX.+or+azimuth.DCTX.%29%29+OR+%28survey.CLTX.+or+survey.DCTX.%29%29%29&p=8&OS=+%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29&RS=%28%28ACLM/solar+OR+ACLM/photovoltaic%29+AND+%28%28%28%28%28%28%28%28ACLM/mapping+OR+ACLM/estimation%29+OR+ACLM/obstruction%29+OR+ACLM/potential%29+OR+ACLM/site%29+OR+ACLM/terrain%29+OR+ACLM/access%29+OR+ACLM/azimuth%29+OR+ACLM/survey%29%29,invalid url,
pat0073,7692091,2010,Solar Mounting/Rack,Shape memory alloy motor as incorporated into solar tracking mechanism,Harrisonburg  VA  ,VA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=76&f=G&l=50&d=PTXT&s1=%28mounting.CLTX.+or+mounting.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/mounting+AND+ACLM/p,invalid url,
pat0074,7703246,2010,Solar Mounting/Rack  ,Solar panel mounting structure,Antioch  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7703246,valid,F24J 2/541Ê(20130101); H01L 31/0422Ê(20130101); F24J 2002/5462Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0076,7706990,2010,Solar Monitoring,SYSTEMS AND METHODS FOR MEASURING UTILIZED GENERATION OF AT-PREMISE RENEWABLE POWER SYSTEMS ,Cold Spring  NY,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7706990,valid,G01D 4/004Ê(20130101); G06Q 20/102Ê(20130101); H04W 40/22Ê(20130101)
pat0077,7719140,2010,Solar Inverter,Systems for boundary controlled solar power conversion ,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7719140,no abstract or claims,H02J 3/382Ê(20130101); H02M 2001/0077Ê(20130101); Y02B 10/14Ê(20130101); Y02E 10/563Ê(20130101); Y02E 10/58Ê(20130101)
pat0078,7732949,2010,Solar Monitoring,System for method of predicting power events in an intermittent power environment and dispatching computational operations of an integrated circuit accordingly ,Armonk  NY,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7732949.PN.&OS=PN/7732949&RS=PN/7732949,valid,C09K 11/77Ê(20130101); G06F 1/3203Ê(20130101)
pat0079,7733679,2010,Solar Inverter,Method for setting switching times  in particular idle times  of an inverter based on detected power and inverter,Pettenbach,,Austria,http://www.google.com/patents?id=GHLRAAAAEBAJ&zoom=4&dq=%22Solar%20inverter!%22&pg=PA1#v=onepage&q=%22Solar%20inverter!%22&f=false,invalid url,
pat0080,7738228,2010,Solar Inverter; Solar Monitoring,Inverter thermal protection ,Bend  OR,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=85&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/p,valid,H02M 3/33523Ê(20130101); H02M 2007/4815Ê(20130101); Y02B 70/1433Ê(20130101); Y02B 70/1441Ê(20130101); Y02E 10/56Ê(20130101)
pat0081,7742897,2010,Solar Mounting/Rack,SYSTEMS AND METHODS FOR MONITORING AND DIAGNOSING THE POWER GENERATED BY RENEWABLE POWER SYSTEMS ,Cold Spring  NY,NY,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7742897.PN.&OS=PN/7742897&RS=PN/7742897,valid,H02J 13/0062Ê(20130101); H02J 3/382Ê(20130101); Y02E 40/72Ê(20130101); Y04S 10/123Ê(20130101); Y04S 40/124Ê(20130101)
pat0082,7745722,2010,Solar Mounting/Rack  ,System for mounting a solar module on a roof or the like and method of installing ,Warrenville  IL,IL,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7745722,valid,F24J 2/045Ê(20130101); F24J 2/5211Ê(20130101); F24J 2/5245Ê(20130101); F24J 2/5264Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); F24J 2002/4669Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/44Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0083,7748175,2010,Solar Mounting/Rack  ,Method of manufacturing and installing a low profile mounting system,Albuquerque  NM,NM,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7748175.PN.&OS=PN/7748175&RS=PN/7748175,valid,F24J 2/5207Ê(20130101); F24J 2/5211Ê(20130101); F24J 2/5245Ê(20130101); F24J 2/5258Ê(20130101); F24J 2/526Ê(20130101); F24J 2/5264Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); F24J 2002/5226Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0084,7750502,2010,Solar Monitoring,Portable weather resistant flow meter system ,Stafford  TX,TX,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7750502.PN.&OS=PN/7750502&RS=PN/7750502,valid,G01D 11/24Ê(20130101); H02J 1/00Ê(20130101); H02J 7/355Ê(20130101); H02J 9/061Ê(20130101); Y02B 10/72Ê(20130101)
pat0085,7755916,2010,Solar Inverter; Solar Monitoring,Methods for minimizing double-frequency ripple power in single-phase power conditioners,Champagne IL,IL,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7755916.PN.&OS=PN/7755916&RS=PN/7755916,valid,H02J 3/1835Ê(20130101); H02J 3/1842Ê(20130101); H02J 3/382Ê(20130101); H02J 3/387Ê(20130101); H02J 2001/004Ê(20130101); Y02E 40/22Ê(20130101); Y02E 40/30Ê(20130101)
pat0086,7766292,2010,Solar Mounting/Rack  ,System for mounting a photovoltaic module to a surface,Albuquerque  NM,NM,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7766292.PN.&OS=PN/7766292&RS=PN/7766292,valid,F24J 2/5205Ê(20130101); F24J 2/5247Ê(20130101); F24J 2/5258Ê(20130101); F24J 2/526Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0087,7768154,2010,Solar Inverter,Inverter bus structures and associated methods ,Bend  OR,OR,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=83&f=G&l=50&d=PTXT&s1=%28inverter.CLTX.+or+inverter.DCTX.%29&s2=%28photovoltaic.CLTX.+or+photovoltaic.DCTX.%29&co1=AND&p=2&OS=ACLM/inverter+AND+ACLM/p,valid,G08B 13/1409Ê(20130101); G01R 31/405Ê(20130101)
pat0088,7768155,2010,Solar Inverter,Method and apparatus for improved burst mode during power conversion,Petaluma  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7768155,valid,G05F 1/67Ê(20130101); H02J 3/382Ê(20130101); H02J 3/385Ê(20130101)
pat0089,7768751,2010,Solar Inverter ,System and method for ground fault detection and interruption,Fort Collins  CO,CO,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect2=PTO1&Sect2=HITOFF&p=1&u=/netahtml/PTO/search-bool.html&r=1&f=G&l=50&d=PALL&RefSrch=yes&Query=PN/7768751,valid,H02H 3/16Ê(20130101); H02H 7/1222Ê(20130101); H02H 7/20Ê(20130101)
pat0090,7772716,2010,Solar Inverter,Distributed maximum power point tracking system  structure and process,Menlo Park  CA,CA,USA,http://www.google.com/patents?id=xObSAAAAEBAJ&zoom=4&dq=%22Solar%20Inverter%22&pg=PA1#v=onepage&q=%22Solar%20Inverter%22&f=false,invalid url,
pat0091,7774998,2010,Solar Mounting/Rack  ,Ventilated photovoltaic module frame,Palo Alto  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7774998.PN.&OS=PN/7774998&RS=PN/7774998,valid,F24J 2/5211Ê(20130101); F24J 2/5245Ê(20130101); F24J 2/5262Ê(20130101); H01L 31/0482Ê(20130101); H01L 31/052Ê(20130101); F24J 2002/4665Ê(20130101); Y02B 10/12Ê(20130101); Y02B 10/20Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101)
pat0092,7779290,2010,Solar Monitoring,Computer implemented systems and methods for pre-emptive service and improved use of service resources ,San Jose  CA,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7779290.PN.&OS=PN/7779290&RS=PN/7779290,valid,G06Q 10/0637Ê(20130101); G06Q 10/06393Ê(20130101); G06Q 10/10Ê(20130101); G06Q 10/20Ê(20130101); G06Q 50/06Ê(20130101); Y02E 40/76Ê(20130101); Y04S 10/54Ê(20130101); Y04S 10/545Ê(20130101); Y04S 10/56Ê(20130101); Y04S 10/58Ê(20130101)
pat0093,7786716,2010,Solar Monitoring,Nanosatellite solar cell regulator ,El Segundo,CA,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7786716.PN.&OS=PN/7786716&RS=PN/7786716,valid,B64G 1/428Ê(20130101); B64G 1/443Ê(20130101); H02J 4/00Ê(20130101); H02J 7/35Ê(20130101)
pat0094,7795837,2010,Solar Monitoring,Portable solar power supply trailer with a security containment area and multiple power interfaces ,Stafford  TX,TX,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.htm&r=1&f=G&l=50&s1=7795837.PN.&OS=PN/7795837&RS=PN/7795837,valid,H01L 31/042Ê(20130101); H01M 10/441Ê(20130101); H01M 10/465Ê(20130101); H01M 14/005Ê(20130101); Y02E 10/50Ê(20130101); Y02E 60/12Ê(20130101)
pat0095,7797883,2010,Solar Mounting/Rack,Roof support apparatus for solar panels,Foster City  CA,CA,USA,http://www.google.com/patents/US7797883?dq=SolarCity&ei=CvjhT4nwBOfo2gXG05SyCw,invalid url,
pat0096,7799987,2010,Solar Mounting/Rack,Solar Tracker,Glendale  CA,CA,USA,http://www.google.com/patents?id=sUnWAAAAEBAJ&zoom=4&dq=Solar%20Racking&pg=PA1#v=onepage&q=Solar%20Racking&f=false,invalid url,
pat0097,7806377,2010,Solar Mounting/Rack  ,Modular solar panel mounting system ,Hopewell  NJ,NJ,USA,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=21&f=G&l=50&co1=AND&d=PTXT&s1=mounting.TI.&s2=solar.TI.&OS=TTL/mounting+AND+TTL/solar&RS=TTL/mounting+AND+TTL/solar,valid,F24J 2/5207Ê(20130101); F24J 2/5211Ê(20130101); F24J 2/5232Ê(20130101); F24J 2/5258Ê(20130101); H01L 31/0422Ê(20130101); H01L 31/0482Ê(20130101); H01L 31/058Ê(20130101); F24J 2002/0092Ê(20130101); F24J 2002/5486Ê(20130101); Y02B 10/10Ê(20130101); Y02B 10/20Ê(20130101); Y02B 10/70Ê(20130101); Y02E 10/47Ê(20130101); Y02E 10/50Ê(20130101); Y02E 10/60Ê(20130101)
