pat_id, title, USPA#, kind_code, date, serial#, series_code, field_date, us_class, pub_class, int_class, assignee, city, state
pat2377, Rotating Photovoltaic Cells, 20100139738, A1, June 10  2010, 633109, 12, December 8  2009, 136/246, 136/246, H01L 31/0422 20130101; H01L 31/052 20130101; Y02E 10/52 20130101, , , 
pat2378, Solar Energy Conversion Articles and Methods of Making and Using Same, 20100139735, A1, June 10  2010, 632912, 12, December 8  2009, 136/244, 136/244, H01L 31/0422 20130101; Y02E 10/50 20130101, , , 
pat2379, Torque Arm Assembly and Method, 20100139646, A1, June 10  2010, 364376, 12, February 2  2009, 126/600 ; 29/525.14, 126/600 ; 29/525.14, F24J 2/541 20130101; F24J 2002/5468 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2380, Balanced support and solar tracking system for panels of photovoltaic cells, 20100139645, A1, June 10  2010, 592480, 12, November 25  2009, 126/576, 126/576, F24J 2/5233 20130101; F24J 2/542 20130101; F24J 2002/5462 20130101; F24J 2002/5465 20130101; F24J 2002/5493 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2381, PROCESS FOR MANUFACTURING SEMICONDUCTOR INTEGRATED CIRCUIT DEVICE, 20100136786, A1, June 3  2010, 700784, 12, February 5  2010, 438/669 ; 257/E21.585, 438/669 ; 257/E21.585, G09G 5/399 20130101; H01L 21/02074 20130101; H01L 21/0209 20130101; H01L 21/3212 20130101; H01L 21/76838 20130101; H01L 21/7684 20130101, , , 
pat2383, FULLY AUTOMATED PORTABLE DNA DETECTION SYSTEM, 20100136632, A1, June 3  2010, 561092, 12, September 16  2009, 435/91.2 ; 29/592.1; 435/303.1, 435/91.2 ; 435/303.1; 29/592.1, B01L 7/52 20130101; B01L 7/5255 20130101; B01L 2200/10 20130101; B01L 2200/147 20130101; B01L 2300/027 20130101; B01L 2300/0838 20130101; B01L 2300/1827 20130101; B01L 2300/1883 20130101, , , 
pat2384, MODULATION OF RF RETURNING STRAPS FOR UNIFORMITY CONTROL, 20100136261, A1, June 3  2010, 628404, 12, December 1  2009, 427/569 ; 118/723I, 427/569 ; 118/723.I, C23C 16/4585 20130101; C23C 16/5096 20130101; H01J 37/32091 20130101; H01J 37/32174 20130101; H01J 37/32183 20130101, , , 
pat2385, Systems and methods for remotely controlling an electrical load, 20100134051, A1, June 3  2010, 380727, 12, March 2  2009, 315/362, 315/362, H05B 37/0272 20130101, , , 
pat2386, THIN LIGHT-EMITTING DEVICES AND FABRICATION METHODS, 20100133529, A1, June 3  2010, 563649, 12, September 21  2009, 257/43 ; 257/94; 257/E21.04; 257/E29.068; 257/E33.005; 257/E33.013; 438/104, 257/43 ; 438/104; 257/94; 257/E33.013; 257/E33.005; 257/E29.068; 257/E21.04, G03B 21/28 20130101; H01L 33/0079 20130101; H01L 33/22 20130101; H01L 33/24 20130101; H01L 33/28 20130101; H01L 2933/0091 20130101, , , 
pat2388, LAUNCH AND RECOVERY SYSTEM FOR TETHERED AIRBORNE ELEMENTS, 20100133385, A1, June 3  2010, 326886, 12, December 3  2008, 244/155A, 244/155.A, B64C 31/06 20130101; B64C 2201/125 20130101; B64C 2201/148 20130101; G01W 1/08 20130101, , , 
pat2389, INSTALLATION SWITCHING DEVICE, 20100133078, A1, June 3  2010, 598013, 12, April 25  2008, 200/293, 200/293, H01H 71/08 20130101; H01H 71/1081 20130101; H01H 73/08 20130101, , , 
pat2390, STRUCTURAL ATTACHMENT OF SOLAR MODULES TO FRAMES BY GLAZING, 20100132766, A1, June 3  2010, 520943, 12, December 26  2007, 136/251 ; 257/E21.499; 438/64, 136/251 ; 438/64; 257/E21.499, F24J 2/5211 20130101; F24J 2/5228 20130101; F24J 2002/4676 20130101; F24J 2002/4692 20130101; H01L 31/0422 20130101; H01L 31/048 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2391, Man Made Island With Solar Energy Collection Facilities, 20100132695, A1, June 3  2010, 554455, 12, September 4  2009, 126/646, 126/646, F24J 2/07 20130101; F24J 2/16 20130101; F24J 2/4607 20130101; F24J 2/5233 20130101; F24J 2/5267 20130101; F24J 2/5406 20130101; F24J 2002/1076 20130101; F24J 2002/108 20130101; F24J 2002/5286 20130101; Y02E 10/41 20130101; Y02E 10/47 20130101, , , 
pat2392, Method and system for providing and installing photovoltaic material, 20100132305, A1, June 3  2010, 587455, 12, October 6  2009, 52/745.21 ; 136/244, 52/745.21 ; 136/244, H01L 31/045 20130101; H01L 31/0482 20130101; H01L 31/05 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101, , , 
pat2393, ROOF PANEL FOR ROOFING SYSTEM AND ROOF STRUCTURE, 20100132275, A1, June 3  2010, 599209, 12, May 8  2008, 52/173.3 ; 52/198; 52/220.1; 52/302.1; 52/533, 52/173.3 ; 52/302.1; 52/198; 52/533; 52/220.1, E04D 3/30 20130101; E04D 3/357 20130101; E04D 3/365 20130101; F24D 11/007 20130101; F24J 2/045 20130101; F24J 2/52 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/44 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2394, STRUCTURE FOR MOUNTING ON A BUILDING WALL FRAMES FOR HOLDING PANELS SUCH AS PHOTOVOLTAIC PANELS, 20100132274, A1, June 3  2010, 596654, 12, April 18  2008, 52/173.3 ; 52/506.06; 52/698, 52/173.3 ; 52/698; 52/506.06, F24J 2/4614 20130101; F24J 2/5207 20130101; F24J 2/5209 20130101; F24J 2/5211 20130101; F24J 2/526 20130101; F24J 2002/4665 20130101; F24J 2002/5222 20130101; F24J 2002/5294 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2395, LAVATORY SYSTEM, 20100132112, A1, June 3  2010, 626519, 12, November 25  2009, 4/631 ; 4/619, 4/631 ; 4/619, E03C 1/057 20130101; E03D 5/105 20130101; G01S 17/026 20130101, , , 
pat2396, THIN-FILM PHOTOVOLTAIC MODULE, 20100131108, A1, May 27  2010, 684595, 12, January 8  2010, 700/275 ; 136/244; 257/E31.127; 438/17; 438/66; 700/286; 703/1, 700/275 ; 136/244; 438/66; 703/1; 438/17; 257/E31.127; 700/286, H01L 31/0322 20130101; H01L 31/03762 20130101; H01L 31/048 20130101; H01L 31/05 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101; Y02E 10/541 20130101; Y02E 10/548 20130101, , , 
pat2397, Method and apparatus for growth of multi-component single crystals, 20100129657, A1, May 27  2010, 591333, 12, November 17  2009, 428/402 ; 117/206, 428/402 ; 117/206, C30B 11/06 20130101; C30B 29/40 20130101; C30B 29/403 20130101; C30B 29/48 20130101; C30B 35/00 20130101, , , 
pat2398, AUTOMATIC GATED PIPE ACTUATOR, 20100129154, A1, May 27  2010, 624216, 12, November 23  2009, 405/39 ; 700/275; 700/284, 405/39 ; 700/284; 700/275, A01G 25/02 20130101; A01G 25/167 20130101, , , 
pat2399, CORNER MOUNTED LIGHT FIXTURE, 20100128469, A1, May 27  2010, 694054, 12, January 26  2010, 362/147, 362/147, F21S 8/037 20130101; F21V 15/01 20130101; F21V 21/02 20130101; F21Y 2103/00 20130101, , , 
pat2400, THERMAL MANAGEMENT SYSTEM WITH GRAPHENE-BASED THERMAL INTERFACE MATERIAL, 20100128439, A1, May 27  2010, 276498, 12, November 24  2008, 361/709 ; 252/71, 361/709 ; 252/71, C09K 5/14 20130101, , , 
pat2401, POLARIZING CUBE AND METHOD OF FABRICATING THE SAME, 20100128347, A1, May 27  2010, 622382, 12, November 19  2009, 359/485.06 ; 430/321, 359/486 ; 430/321, G02B 5/3058 20130101; G02B 27/283 20130101, , , 
pat2402, Switchgear device for breaking a bidirectional direct current and installation with photovoltaic cells equipped with such a device, 20100126966, A1, May 27  2010, 591192, 12, November 12  2009, 218/149, 218/149, H01H 9/302 20130101; H01H 9/40 20130101; H01H 9/443 20130101; H01H 71/1045 20130101, , , 
pat2403, Melt Planarization Of Solar Cell Bus Bars, 20100126574, A1, May 27  2010, 277201, 12, November 24  2008, 136/256 ; 257/E31.119; 438/98, 136/256 ; 438/98; 257/E31.119, H01L 31/022425 20130101; Y02E 10/50 20130101, , , 
pat2404, SOLAR MODULE FOR PITCHED ROOF, 20100126561, A1, May 27  2010, 597266, 12, April 10  2008, 136/251 ; 52/173.3; 52/741.1, 136/251 ; 52/173.3; 52/741.1, F24J 2/5211 20130101; F24J 2/5262 20130101; F24J 2002/0053 20130101; F24J 2002/0061 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2405, STAGGERED LIGHT COLLECTORS FOR CONCENTRATOR SOLAR PANELS, 20100126554, A1, May 27  2010, 554481, 12, September 4  2009, 136/246, 136/246, F24J 2/062 20130101; F24J 2/067 20130101; F24J 2/085 20130101; F24J 2/10 20130101; F24J 2/541 20130101; F24J 2/542 20130101; F24J 2002/0084 20130101; H01L 31/0422 20130101; H01L 31/052 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101, , , 
pat2406, Plank Based Photovoltaic Conversion System, 20100126087, A1, May 27  2010, 618468, 12, November 13  2009, 52/173.3 ; 136/244; 136/251; 277/608, 52/173.3 ; 277/608; 136/244; 136/251, E04F 13/0821 20130101; F24J 2/52 20130101; H01L 31/042 20130101; H01L 31/048 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101, , , 
pat2407, KOHLER CONCENTRATOR, 20100123954, A1, May 20  2010, 621047, 12, November 18  2009, 359/626 ; 359/743, 359/626 ; 359/743, F24J 2/085 20130101; G02B 3/08 20130101; H01L 31/0522 20130101; Y02E 10/43 20130101; Y02E 10/52 20130101, , , 
pat2408, WAVE ENERGY CONVERTER, 20100123313, A1, May 20  2010, 271743, 12, November 14  2008, 290/42, 290/42, F03B 13/20 20130101; F03G 7/08 20130101; F05B 2220/708 20130101; H02K 7/1892 20130101; H02K 35/02 20130101; Y02E 10/38 20130101, , , 
pat2409, Surrogate Substrates for Inverted Metamorphic Multijunction Solar Cells, 20100122764, A1, May 20  2010, 271127, 12, November 14  2008, 156/247, 156/247, H01L 27/1423 20130101; H01L 31/022425 20130101; H01L 31/0392 20130101; H01L 31/06875 20130101; H01L 31/0693 20130101; H01L 31/1852 20130101; Y02E 10/50 20130101; Y02E 10/543 20130101; Y02E 10/544 20130101, , , 
pat2410, Four Junction Inverted Metamorphic Multijunction Solar Cell with Two Metamorphic Layers, 20100122724, A1, May 20  2010, 271192, 12, November 14  2008, 136/255 ; 257/E21.002; 438/74; 438/80, 136/255 ; 438/80; 438/74; 257/E21.002, H01L 31/06875 20130101; H01L 31/0725 20130101; H01L 31/0735 20130101; H01L 31/1844 20130101; Y02E 10/544 20130101, , , 
pat2411, ARRAY TYPE CONCENTRATING SOLAR CELL SYSTEM, 20100122721, A1, May 20  2010, 273120, 12, November 18  2008, 136/246, 136/246, F24J 2/08 20130101; F24J 2/5413 20130101; F24J 2002/075 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101, , , 
pat2412, SYSTEM AND METHOD FOR INCENTIVE-BASED RESOURCE CONSERVATION, 20100121700, A1, May 13  2010, 692090, 12, January 22  2010, 705/14.25 ; 705/30, 705/14.25 ; 705/30, G06Q 10/06 20130101; G06Q 20/26 20130101; G06Q 20/387 20130101; G06Q 30/02 20130101; G06Q 30/0224 20130101; G06Q 40/10 20130101; G07F 7/0609 20130101, , , 
pat2413, DEVICE FOR DISTRIBUTING LOCALLY INFORMATION RECEIVED FROM AT LEAST ONE SATELLITE  SYSTEM THEREOF, 20100120393, A1, May 13  2010, 615835, 12, November 10  2009, 455/404.1 ; 455/41.2, 455/404.1 ; 455/41.2, H04B 7/18523 20130101; H04H 20/61 20130101, , , 
pat2414, MICRO-ORGANISM PRODUCTION APPARATUS AND SYSTEM, 20100120134, A1, May 13  2010, 688147, 12, January 15  2010, 435/289.1, 435/289.1, C12M 21/02 20130101; C12M 23/06 20130101; C12M 31/06 20130101; C12M 31/08 20130101; C12M 41/10 20130101, , , 
pat2415, AUTOMATIC SYSTEM FOR CONSTRUCTION OF BUILDINGS, 20100119336, A1, May 13  2010, 451708, 12, May 29  2008, 414/10, 414/10, B66C 17/00 20130101; E04B 1/161 20130101; E04B 1/3505 20130101; E04B 5/38 20130101; E04B 5/48 20130101; E04B 2001/3588 20130101; E04G 21/04 20130101; E04G 21/16 20130101; E04G 21/28 20130101, , , 
pat2416, METHOD AND SYSTEM FOR CURRENT-MODE POWER LINE COMMUNICATIONS, 20100118985, A1, May 13  2010, 467117, 12, May 15  2009, 375/258, 375/258, H04B 3/54 20130101; H04B 3/56 20130101; H04B 2203/5483 20130101; H04B 2203/5491 20130101, , , 
pat2417, MODULAR LED FLOOD LIGHT, 20100118534, A1, May 13  2010, 420314, 12, April 8  2009, 362/249.02, 362/249.02, F21S 2/005 20130101; F21S 8/088 20130101; F21S 48/328 20130101; F21V 15/013 20130101; F21V 15/015 20130101; F21V 19/001 20130101; F21V 19/02 20130101; F21V 21/116 20130101; F21V 29/004 20130101; F21V 29/2218 20130101; F21V 29/225 20130101; F21V 29/2256 20130101; F21V 29/2262 20130101; F21W 2131/103 20130101; F21W 2131/105 20130101; F21Y 2101/02 20130101; F21Y 2103/003 20130101, , , 
pat2418, METHOD AND SYSTEM FOR COST-EFFECTIVE POWER LINE COMMUNICATIONS FOR SENSOR DATA COLLECTION, 20100117858, A1, May 13  2010, 467116, 12, May 15  2009, 340/870.07 ; 340/3.1; 340/310.11; 340/870.01; 375/130; 375/257; 375/272; 375/285; 375/E1.001, 340/870.07 ; 340/870.01; 375/130; 375/257; 340/3.1; 340/310.11; 375/E01.001; 375/272; 375/285, G08C 19/00 20130101; H04B 3/54 20130101; H04B 3/56 20130101; H04B 2203/5483 20130101; H04B 2203/5491 20130101; H04L 27/10 20130101, , , 
pat2419, Simulated mounting structure for testing electrical devices, 20100117671, A1, May 13  2010, 292082, 12, November 12  2008, 324/762.06, 324/758, G01R 1/0408 20130101; G01R 31/12 20130101, , , 
pat2420, ENERGY STORAGE DEVICE AND METHOD OF USE, 20100117375, A1, May 13  2010, 442894, 12, September 25  2007, 290/1R ; 318/161, 290/1.R ; 318/161, F03G 3/08 20130101; F16D 43/10 20130101; H02K 7/025 20130101; Y02E 60/16 20130101, , , 
pat2421, Micro-Extrusion System With Airjet Assisted Bead Deflection, 20100117254, A1, May 13  2010, 267223, 12, November 7  2008, 264/129 ; 425/133.5, 264/129 ; 425/133.5, B29C 47/0021 20130101; B29C 47/14 20130101; B29C 47/92 20130101; B29C 2947/92571 20130101; B29C 2947/92904 20130101; H01L 21/6715 20130101, , , 
pat2422, TEXTURED SEMICONDUCTOR LIGHT-EMITTING DEVICES, 20100117070, A1, May 13  2010, 562941, 12, September 18  2009, 257/43 ; 257/E21.459; 257/E33.019; 438/29, 257/43 ; 438/29; 257/E33.019; 257/E21.459, H01L 21/0237 20130101; H01L 21/02403 20130101; H01L 21/0243 20130101; H01L 21/02472 20130101; H01L 21/02483 20130101; H01L 21/02494 20130101; H01L 21/02554 20130101; H01L 21/02565 20130101; H01L 21/02573 20130101; H01L 21/02587 20130101; H01L 21/02609 20130101; H01L 21/0262 20130101; H01L 33/22 20130101; H01L 33/24 20130101; H01L 33/28 20130101; H01L 33/385 20130101; H01L 33/405 20130101; H01L 33/483 20130101; H01L 33/60 20130101; H01L 33/62 20130101, , , 
pat2423, ZERO HEIGHT ROOF, 20100116355, A1, May 13  2010, 527537, 12, February 25  2008, 137/312, 137/312, E03B 3/02 20130101, , , 
pat2424, Tandem Module Photovoltaic Devices Including An Organic Module, 20100116337, A1, May 13  2010, 572172, 12, October 1  2009, 136/260 ; 136/252; 257/E31.008; 257/E51.012; 438/82; 438/84, 136/260 ; 136/252; 438/82; 438/84; 257/E51.012; 257/E31.008, H01L 27/302 20130101, , , 
pat2425, FOUR JUNCTION INVERTED METAMORPHIC MULTIJUNCTION SOLAR CELL, 20100116327, A1, May 13  2010, 267812, 12, November 10  2008, 136/255 ; 438/93, 136/255 ; 438/93, H01L 31/06875 20130101; H01L 31/078 20130101; H01L 31/18 20130101; Y02E 10/50 20130101, , , 
pat2426, Flexible Wind Deflector For Photovoltaic Array Perimeter Assembly, 20100116324, A1, May 13  2010, 269452, 12, November 12  2008, 136/251, 136/251, F24J 2/4638 20130101; F24J 2/5211 20130101; H01L 31/0422 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2427, METHOD AND DEVICE FOR THE UTILIZATION OF SOLAR ENERGY, 20100116320, A1, May 13  2010, 594588, 12, April 3  2008, 136/246, 136/246, F24J 2/10 20130101; F24J 2/5417 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2428, Connection and Junction Box for a Solar Module, 20100112851, A1, May 6  2010, 525775, 12, April 2  2008, 439/535, 439/535, H01L 31/0485 20130101; H01R 4/4809 20130101; H01R 12/592 20130101, , , 
pat2429, AUTOMOTIVE REARVIEW MIRROR ASSEMBLY, 20100110523, A1, May 6  2010, 685331, 12, January 11  2010, 359/273, 359/273, B60R 1/089 20130101; G02F 1/157 20130101, , , 
pat2430, Dynamic capacitor energy system, 20100109473, A1, May 6  2010, 290789, 12, November 4  2008, 310/306 ; 320/101, 310/306 ; 320/101, H01G 7/04 20130101; H02N 11/002 20130101, , , 
pat2431, WIRELESS ENERGY TRANSFER SYSTEMS, 20100109445, A1, May 6  2010, 613686, 12, November 6  2009, 307/104, 307/104, B60L 11/007 20130101; B60L 11/182 20130101; B60L 11/184 20130101; B60L 11/1842 20130101; B60L 11/1844 20130101; B60L 11/1846 20130101; B60L 11/1848 20130101; B60L 11/185 20130101; B60L 2200/12 20130101; B60L 2200/22 20130101; B60L 2210/10 20130101; B60L 2210/20 20130101; B60L 2210/30 20130101; B60L 2210/40 20130101; B60L 2230/22 20130101; B60L 2250/10 20130101; B60L 2250/16 20130101; B60L 2260/28 20130101; B60L 2260/32 20130101; H02J 5/005 20130101; H03H 7/40 20130101; Y02T 10/7094 20130101, , , 
pat2432, PHOTOELECTRIC CONVERTER AND X-RAY IMAGE PICK-UP DEVICE, 20100108899, A1, May 6  2010, 639372, 12, December 16  2009, 250/370.09 ; 250/208.1, 250/370.09 ; 250/208.1, H01L 27/1446 20130101; H01L 27/14603 20130101; H01L 27/14609 20130101; H01L 27/1462 20130101; H01L 27/14643 20130101; H01L 27/14658 20130101; H01L 27/14659 20130101; H01L 27/14663 20130101; H01L 27/14676 20130101; H04N 3/1593 20130101; H04N 5/32 20130101; H04N 5/3415 20130101, , , 
pat2433, Highly-integrated low-mass plastic film, 20100108820, A1, May 6  2010, 640608, 11, December 18  2006, 244/171.5 ; 264/400; 428/156, 244/171.5 ; 428/156; 264/400, B64G 1/407 20130101, , , 
pat2434, COMPACT SOLAR APPARATUS FOR PRODUCING ELECTRICITY AND METHOD OF PRODUCING ELECTRICITY USING A COMPACT SOLAR APPARATUS, 20100108142, A1, May 6  2010, 688008, 11, March 19  2007, 136/259, 136/259, G02B 6/04 20130101; G02B 6/2804 20130101; G02B 6/403 20130101; G02B 6/4204 20130101; G02B 6/4298 20130101; H01L 31/0522 20130101; Y02B 10/12 20130101; Y02B 10/14 20130101; Y02E 10/52 20130101, , , 
pat2435, SOLAR ENERGY CONCENTRATOR, 20100108124, A1, May 6  2010, 572913, 12, October 2  2009, 136/246 ; 359/853, 136/246 ; 359/853, G02B 6/002 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101, , , 
pat2436, CONCENTRATING SOLAR CELL MODULE, 20100108121, A1, May 6  2010, 261504, 12, October 30  2008, 136/246, 136/246, F24J 2/08 20130101; F24J 2/541 20130101; F24J 2/5413 20130101; F24J 2/542 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2437, INTEGRATED BYPASS DIODE ASSEMBLIES FOR BACK CONTACT SOLAR CELLS AND MODULES, 20100108119, A1, May 6  2010, 620547, 12, November 17  2009, 136/244 ; 136/252; 136/259, 136/244 ; 136/252; 136/259, H01L 31/042 20130101; Y02E 10/50 20130101, , , 
pat2438, Photovoltaic power farm structure and installation, 20100108118, A1, May 6  2010, 590222, 12, November 3  2009, 136/244, 136/244, F24J 2/525 20130101; F24J 2/5252 20130101; H01L 31/02008 20130101; H01L 31/0422 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat2439, Inflatable solar concentrator balloon method and apparatus, 20100108057, A1, May 6  2010, 583926, 12, August 26  2009, 126/697 ; 126/684; 29/890.033, 126/697 ; 29/890.033; 126/684, F24J 2/1052 20130101; Y02E 10/40 20130101; Y02E 10/52 20130101, , , 
pat2440, DATA ACQUISITION APPARATUS AND METHODOLOGY FOR SELF-DIAGNOSING OF AC MODULES, 20100106339, A1, April 29  2010, 450002, 12, February 27  2008, 700/293 ; 700/292, 700/293 ; 700/292, G01D 9/005 20130101; G01R 19/2513 20130101, , , 
pat2441, PHOTOVOLTAIC MODULE CONNECTOR ASSEMBLY, 20100105245, A1, April 29  2010, 556305, 12, September 9  2009, 439/571, 439/571, H01L 31/0485 20130101; H01R 12/57 20130101; H01R 23/7031 20130101, , , 
pat2442, ELECTRONIC SKYLIGHT SYSTEM, 20100103655, A1, April 29  2010, 588653, 12, October 22  2009, 362/183 ; 136/244; 362/249.01; 362/249.02, 362/183 ; 362/249.02; 362/249.01; 136/244, F21S 8/04 20130101; F21S 9/032 20130101; F21Y 2101/02 20130101; H01L 31/042 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101, , , 
pat2443, Vision modification with reflected image, 20100103373, A1, April 29  2010, 590439, 12, November 6  2009, 351/205, 351/205, A61B 3/12 20130101; A61B 5/04001 20130101; G02C 7/083 20130101; G02C 7/085 20130101, , , 
pat2444, Solar Tracking for Terrestrial Solar Arrays with Variable Start and Stop Positions, 20100102202, A1, April 29  2010, 498135, 12, July 6  2009, 250/203.4, 250/203.4, F24J 2/38 20130101; F24J 2/4607 20130101; F24J 2/523 20130101; F24J 2/542 20130101; F24J 2200/04 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2445, Solar Tracking for Terrestrial Solar Arrays, 20100102201, A1, April 29  2010, 258253, 12, October 24  2008, 250/203.4, 250/203.4, F24J 2/38 20130101; F24J 2/4607 20130101; F24J 2/542 20130101; F24J 2200/04 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2446, Terrestrial Solar Tracking Photovoltaic Array, 20100102200, A1, April 29  2010, 257670, 12, October 24  2008, 250/203.4, 250/203.4, F24J 2/38 20130101; F24J 2/5424 20130101; F24J 2002/5451 20130101; F24J 2002/5468 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2447, Portable and autonomous desalination system, 20100101988, A1, April 29  2010, 289522, 12, October 29  2008, 210/171 ; 136/244; 290/55, 210/171 ; 290/55; 136/244, C02F 1/441 20130101; C02F 9/005 20130101; C02F 2103/08 20130101; C02F 2201/009 20130101; F03D 3/005 20130101; F03D 9/007 20130101; F05B 2220/62 20130101; Y02B 10/14 20130101; Y02B 10/70 20130101; Y02E 10/72 20130101; Y02E 10/74 20130101, , , 
pat2448, Motor Battery Systems, 20100101879, A1, April 29  2010, 652737, 12, January 5  2010, 180/65.51 ; 310/156.43; 310/216.113; 335/299; 429/10, 180/65.51 ; 335/299; 310/156.43; 310/216.113; 429/10, B60L 11/1822 20130101; B60L 11/1877 20130101; B60L 2200/26 20130101; B60T 1/10 20130101; H01F 7/0273 20130101; H01F 7/06 20130101; H01M 6/40 20130101; H01M 8/18 20130101; H01M 10/0587 20130101; H01M 10/46 20130101; H01M 2250/20 20130101; H01M 2250/407 20130101; H02K 3/26 20130101; H02K 11/0094 20130101; Y02E 60/12 20130101; Y02E 60/528 20130101; Y02T 10/641 20130101; Y02T 10/7005 20130101; Y02T 10/7011 20130101; Y02T 10/705 20130101; Y02T 10/7072 20130101; Y02T 90/124 20130101; Y02T 90/14 20130101, , , 
pat2449, THIN PROFILE SOLAR PANEL ROOF TILE, 20100101634, A1, April 29  2010, 557436, 12, September 10  2009, 136/251 ; 29/592.1, 136/251 ; 29/592.1, H01L 31/0482 20130101; H01L 31/0483 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101, , , 
pat2450, Terrestrial Solar Tracking Photovoltaic Array With Offset Solar Cell Modules, 20100101632, A1, April 29  2010, 623134, 12, November 20  2009, 136/246, 136/246, F24J 2/08 20130101; F24J 2/5424 20130101; F24J 2002/5468 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2451, Terrestrial Solar Tracking Photovoltaic Array with Slew Speed Reducer, 20100101630, A1, April 29  2010, 574508, 12, October 6  2009, 136/246, 136/246, F24J 2/08 20130101; F24J 2/5424 20130101; F24J 2002/5462 20130101; F24J 2002/5468 20130101; F24J 2002/5493 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2452, SOLAR PANEL WITH POLYMERIC COVER, 20100101628, A1, April 29  2010, 619633, 12, November 16  2009, 136/244 ; 257/E21.502; 438/64, 136/244 ; 438/64; 257/E21.502, C08F 283/04 20130101; C08F 283/045 20130101; C08F 290/065 20130101; C08F 290/145 20130101; C08G 73/1039 20130101; C08G 77/455 20130101; C08L 51/08 20130101; C09D 151/08 20130101; C09D 179/08 20130101; H01L 31/02167 20130101; H01L 31/048 20130101; H01L 31/18 20130101; H01L 51/448 20130101; Y02E 10/50 20130101; C08L 51/08 20130101; C08L 2666/02 20130101; C09D 151/08 20130101; C08L 2666/02 20130101, , , 
pat2453, FLEXIBLE SOLAR PANEL MODULE, 20100101627, A1, April 29  2010, 605363, 12, October 25  2009, 136/244, 136/244, H01L 31/035281 20130101; H01L 31/048 20130101; Y02E 10/50 20130101, , , 
pat2454, Terrestrial Solar Tracking Photovoltaic Array, 20100101625, A1, April 29  2010, 478567, 12, June 4  2009, 136/244, 136/244, F24J 2/08 20130101; F24J 2/541 20130101; F24J 2/5424 20130101; F24J 2002/5462 20130101; F24J 2002/5468 20130101; F24J 2002/5493 20130101; H01L 31/0422 20130101; H01L 31/0522 20130101; Y02E 10/47 20130101; Y02E 10/52 20130101, , , 
pat2455, ABSORBER FOR SOLAR HEATING AND METHOD FOR PRODUCING AN ABSORBER, 20100101563, A1, April 29  2010, 531985, 12, March 18  2008, 126/651 ; 29/890.033, 126/651 ; 29/890.033, F24J 2/204 20130101; F24J 2/22 20130101; F24J 2002/4603 20130101; F24J 2002/467 20130101; F28F 3/025 20130101; F28F 2275/14 20130101; Y02B 10/20 20130101; Y02E 10/44 20130101, , , 
pat2456, SOLAR PANELS SYSTEMS AND METHODS, 20100101561, A1, April 29  2010, 258360, 12, October 24  2008, 126/622, 126/622, H01L 31/0482 20130101; H01L 31/0483 20130101; H01L 31/05 20130101; Y02B 10/12 20130101; Y02E 10/50 20130101, , , 
pat2457, Solar Reflector and Drive Control System, 20100101560, A1, April 29  2010, 606130, 12, October 26  2009, 126/601 ; 126/605, 126/601 ; 126/605, F24J 2/16 20130101; F24J 2/5417 20130101; F24J 2002/5437 20130101; F24J 2002/5475 20130101; F24J 2002/5482 20130101; Y02E 10/47 20130101, , , 
